Source.Decimal,Source.IP,AMAZON.FLOWS,NETFLIX.FLOWS,YOUTUBE.FLOWS,AMAZON.FLOW.DURATION.MEAN,NETFLIX.FLOW.DURATION.MEAN,YOUTUBE.FLOW.DURATION.MEAN,AMAZON.AVG.PACKET.SIZE,NETFLIX.AVG.PACKET.SIZE,YOUTUBE.AVG.PACKET.SIZE,AMAZON.FLOW.BYTES.PER.SEC,NETFLIX.FLOW.BYTES.PER.SEC,YOUTUBE.FLOW.BYTES.PER.SEC,USER.GROUP
3232243820,192.168.32.108,23,0,52,19202928.61,0,24084559.37,134.69889,0,68.050765,10672.87508,0,1021072.774,Medium Consumption
3232243821,192.168.32.109,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243822,192.168.32.110,5,0,38,7063304.4,0,34302044.39,996.643775,0,343.54128,7903.826629,0,17085.76907,High Consumption
3232243823,192.168.32.111,0,0,1,0,0,111225140,0,0,194.433333,0,0,262.215898,High Consumption
3232243824,192.168.32.112,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243825,192.168.32.113,0,0,1,0,0,85489368,0,0,291.092308,0,0,442.651535,High Consumption
3232243826,192.168.32.114,1,0,180,1095864,0,17998344.68,629.204819,0,277.614684,47655.5485,0,900340.366,High Consumption
3232243827,192.168.32.115,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243829,192.168.32.117,0,0,197,0,0,51105334.14,0,0,359.714661,0,0,150375.6096,Medium Consumption
3232243830,192.168.32.118,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243831,192.168.32.119,0,0,82,0,0,30955145.98,0,0,224.385563,0,0,70719.05471,Medium Consumption
3232243832,192.168.32.120,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243833,192.168.32.121,0,0,6,0,0,6367635.667,0,0,72.915205,0,0,2068.032409,High Consumption
3232243834,192.168.32.122,7,0,94,32919969.43,0,43000085.16,79.344195,0,298.196497,38477.65415,0,141684.1705,High Consumption
3232243835,192.168.32.123,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243837,192.168.32.125,18,0,211,84856765.06,0,42783826.1,535.121316,0,402.8931,7619.766164,0,100381.4544,High Consumption
3232243838,192.168.32.126,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243839,192.168.32.127,3,0,10,1062082.333,0,59768766,383.882102,0,79.434416,25130.69928,0,31401.09508,High Consumption
3232243840,192.168.32.128,0,0,2,0,0,821634.5,0,0,161.375,0,0,12432.63331,Medium Consumption
3232243841,192.168.32.129,0,0,117,0,0,7809766.316,0,0,706.481077,0,0,74336.26547,Medium Consumption
3232243843,192.168.32.131,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243844,192.168.32.132,0,0,47,0,0,31816093.57,0,0,396.780263,0,0,63686.62801,High Consumption
3232243845,192.168.32.133,0,0,62,0,0,30286632.87,0,0,264.960042,0,0,973914.9542,Medium Consumption
3232243846,192.168.32.134,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243847,192.168.32.135,0,0,2,0,0,6297448.5,0,0,145.73913,0,0,4299.010946,High Consumption
3232243850,192.168.32.138,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243851,192.168.32.139,0,0,126,0,0,38504495.49,0,0,342.138874,0,0,87060.25946,High Consumption
3232243852,192.168.32.140,0,0,582,0,0,49951416.08,0,0,331.975154,0,0,80902.79954,High Consumption
3232243853,192.168.32.141,0,0,2,0,0,2581359.5,0,0,95.211538,0,0,5026.329877,Medium Consumption
3232243854,192.168.32.142,0,0,2,0,0,46483730.5,0,0,268.609375,0,0,1898.21533,Medium Consumption
3232243856,192.168.32.144,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243857,192.168.32.145,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243862,192.168.32.150,0,0,102,0,0,52408897.57,0,0,632.72639,0,0,98700.43942,High Consumption
3232243864,192.168.32.152,0,0,2,0,0,46026533,0,0,56.868421,0,0,3076.567673,High Consumption
3232243873,192.168.32.161,0,0,31,0,0,32859052.87,0,0,351.49731,0,0,257871.9203,High Consumption
3232243956,192.168.32.244,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232245763,192.168.40.3,2,0,125,32732020,0,48236495.95,102,0,667.299191,77.905864,0,24550.30921,High Consumption
3232245765,192.168.40.5,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232245768,192.168.40.8,0,0,175,0,0,41993013.31,0,0,303.538025,0,0,56689.85309,Medium Consumption
3232245769,192.168.40.9,2,0,83,839659,0,32117261.87,124.954545,0,366.02759,2456.367971,0,150531.299,High Consumption
3232245770,192.168.40.10,0,0,3,0,0,65139353,0,0,99.214955,0,0,131.391312,High Consumption
3232245772,192.168.40.12,0,0,582,0,0,50997283.21,0,0,430.920532,0,0,24941.35636,High Consumption
3232245774,192.168.40.14,0,0,79,0,0,32942153.58,0,0,264.482361,0,0,1628988.163,Medium Consumption
3232245775,192.168.40.15,1,0,4,616431,0,24995690,184.859375,0,198.042848,19192.74014,0,2999.672098,High Consumption
3232245777,192.168.40.17,1,36,4,1386315,32686030.81,81887410.25,412.115385,463.267977,187.428344,7729.123612,134811.0976,145.03871,Medium Consumption
3232245779,192.168.40.19,0,0,11,0,0,20240870.55,0,0,79.156901,0,0,3387.561031,High Consumption
3232245781,192.168.40.21,4,0,298,2241491.5,0,22196110.05,167.010255,0,251.03016,1901.74699,0,112590.5579,High Consumption
3232245784,192.168.40.24,6,0,70,2567713.167,0,31570435.77,474.381772,0,339.265934,76133.49404,0,14657.40392,Medium Consumption
3232245787,192.168.40.27,5,0,1116,2976781.4,0,2560670.349,288.194551,0,820.861985,19986.28074,0,3719846.881,Medium Consumption
3232245789,192.168.40.29,1,0,83,15256,0,49068568.52,348.5,0,199.772796,319808.5999,0,23051.20862,High Consumption
3232245790,192.168.40.30,3,0,517,28602910.67,0,22832032.45,312.821773,0,369.959978,5044.196926,0,1143327.068,High Consumption
3232245791,192.168.40.31,2,0,37,53926860,0,29719182.35,665.176162,0,228.813635,436669.6561,0,37427.45295,High Consumption
3232245792,192.168.40.32,0,4,165,0,5581880,32945364.86,0,95.538881,175.854503,0,418.718231,26866.0962,High Consumption
3232245793,192.168.40.33,0,0,76,0,0,38935590.5,0,0,315.500616,0,0,20210.21981,High Consumption
3232245795,192.168.40.35,5,29,3,31826257.2,43286757.93,64909721.33,614.367977,615.196546,30.879274,821442.1902,33305.21446,11.990113,Medium Consumption
3232245796,192.168.40.36,0,0,5,0,0,20529026.6,0,0,1041.276285,0,0,99138.13578,Medium Consumption
3232245798,192.168.40.38,10,0,32,14793631.2,0,15458461.94,280.550156,0,315.433854,25964.61032,0,97640.10202,Medium Consumption
3232245799,192.168.40.39,2,0,90,6396968.5,0,38247602.16,723.207656,0,434.784099,6701.595402,0,52442.81053,High Consumption
3232245800,192.168.40.40,0,0,100,0,0,29882833.64,0,0,256.75753,0,0,140242.3579,High Consumption
3232245801,192.168.40.41,6,0,10,38605784.83,0,20420664.2,57.209245,0,345.639325,62.177512,0,19714.53853,Medium Consumption
3232245802,192.168.40.42,57,0,44,5805425.404,0,14901665.52,225.664652,0,91.925081,41033.68591,0,4090.672914,High Consumption
3232245803,192.168.40.43,8,0,202,8805288.5,0,16530876,171.224257,0,335.246806,129184.4434,0,728571.0955,Medium Consumption
3232245804,192.168.40.44,13,0,6,40590742.69,0,53480101.5,328.874108,0,147.212325,101191.5332,0,61.878908,High Consumption
3232245805,192.168.40.45,0,0,4,0,0,37528462,0,0,25.933398,0,0,34100.04926,Medium Consumption
3232245806,192.168.40.46,0,0,1,0,0,51894384,0,0,607.175772,0,0,4925.793126,High Consumption
3232246018,192.168.41.2,23,0,65,29790760.35,0,38466782.29,136.701206,0,348.646407,2486082.61,0,697403.8473,High Consumption
3232246019,192.168.41.3,0,0,110,0,0,21190769.79,0,0,347.236657,0,0,234558.4378,High Consumption
3232246021,192.168.41.5,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246022,192.168.41.6,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246024,192.168.41.8,0,0,71,0,0,36461403.14,0,0,230.758211,0,0,375766.785,High Consumption
3232246025,192.168.41.9,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246026,192.168.41.10,0,0,5,0,0,47987005.2,0,0,77.619325,0,0,20132.03759,High Consumption
3232246027,192.168.41.11,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246029,192.168.41.13,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232246030,192.168.41.14,4,0,0,51362444,0,0,579.229065,0,0,539.461489,0,0,Medium Consumption
3232246031,192.168.41.15,7,0,126,3569504,0,36633913.11,260.19801,0,333.203213,19079.97227,0,168946.0626,High Consumption
3232246033,192.168.41.17,0,0,230,0,0,48411488.91,0,0,489.929,0,0,366729.1483,High Consumption
3232246037,192.168.41.21,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246038,192.168.41.22,0,0,97,0,0,37897399.18,0,0,489.321271,0,0,50393.3275,Medium Consumption
3232246040,192.168.41.24,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246042,192.168.41.26,14,0,34,1063843,0,9154432.765,195.743363,0,179.015178,17975.19487,0,3903280.46,Medium Consumption
3232246043,192.168.41.27,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232246044,192.168.41.28,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246045,192.168.41.29,0,0,1,0,0,49889670,0,0,289.322581,0,0,359.553391,High Consumption
3232246046,192.168.41.30,0,0,65,0,0,27047173.72,0,0,394.722568,0,0,24255.77522,High Consumption
3232246047,192.168.41.31,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232246048,192.168.41.32,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246049,192.168.41.33,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246050,192.168.41.34,0,0,55,0,0,50492018.05,0,0,454.971244,0,0,40787.79445,High Consumption
3232246051,192.168.41.35,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246052,192.168.41.36,0,0,2,0,0,33937731.5,0,0,479.557773,0,0,715.911378,Medium Consumption
3232246053,192.168.41.37,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232246054,192.168.41.38,24,0,0,28360969.46,0,0,342.985986,0,0,28911.7791,0,0,High Consumption
3232246055,192.168.41.39,0,0,2,0,0,54312476,0,0,292.758523,0,0,189.950222,High Consumption
3232246056,192.168.41.40,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246057,192.168.41.41,15,0,8,2582109.6,0,35682618.88,244.244044,0,109.058602,16890.65617,0,44692.76977,High Consumption
3232246058,192.168.41.42,0,0,5,0,0,2861095,0,0,136.723488,0,0,8339.372593,High Consumption
3232246059,192.168.41.43,0,0,3,0,0,20619094.67,0,0,132.193917,0,0,776.859825,High Consumption
3232246060,192.168.41.44,12,0,0,17765497.08,0,0,668.611314,0,0,11749.31082,0,0,Medium Consumption
3232246061,192.168.41.45,0,0,5,0,0,61486566.2,0,0,63.890868,0,0,14378.46192,High Consumption
3232246062,192.168.41.46,0,0,22,0,0,35296912.32,0,0,296.721668,0,0,602898.076,Medium Consumption
3232246063,192.168.41.47,6,0,2,17853186,0,101582566.5,58.294273,0,226.272517,66929.65834,0,143.594258,High Consumption
3232246064,192.168.41.48,11,0,148,2533510.636,0,37955165.99,90.472884,0,348.805899,1140472.599,0,622034.8779,High Consumption
3232246065,192.168.41.49,0,0,103,0,0,44224946.27,0,0,333.439013,0,0,33867.97593,High Consumption
3232246066,192.168.41.50,3,0,0,10681268,0,0,52.555556,0,0,177.485843,0,0,High Consumption
3232246067,192.168.41.51,0,0,2,0,0,53505056.5,0,0,88.242857,0,0,7949.5171,High Consumption
3232246068,192.168.41.52,3,0,22,3177152.667,0,61378933.27,231.272464,0,89.252224,155967.1588,0,831008.0413,High Consumption
3232246069,192.168.41.53,0,8,13,0,62595867.88,21345759.23,0,498.953105,136.905918,0,44125.52059,996887.0669,High Consumption
3232246072,192.168.41.56,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232246226,192.168.41.210,0,0,93,0,0,42981009.62,0,0,351.87947,0,0,289269.6743,Medium Consumption
3232246260,192.168.41.244,0,0,18,0,0,68039641.11,0,0,132.728725,0,0,5904.236216,High Consumption
3232246274,192.168.42.2,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246275,192.168.42.3,0,0,465,0,0,55073567.81,0,0,360.633753,0,0,56826.75382,High Consumption
3232246277,192.168.42.5,0,0,442,0,0,36968213.98,0,0,353.614996,0,0,160682.7091,High Consumption
3232246282,192.168.42.10,0,0,17,0,0,53602486.65,0,0,323.947557,0,0,10830.22511,High Consumption
3232246283,192.168.42.11,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246285,192.168.42.13,11,0,57,2998851.636,0,49047253.4,114.053972,0,322.639125,1260470.241,0,35710.42262,High Consumption
3232246287,192.168.42.15,0,0,1,0,0,8067763,0,0,518.654545,0,0,3535.800444,High Consumption
3232246288,192.168.42.16,19,0,388,4043287.368,0,4844170.196,1233.349251,0,311.74858,108049.8225,0,259378.5749,High Consumption
3232246294,192.168.42.22,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232246296,192.168.42.24,25,0,0,1173040.68,0,0,278.340684,0,0,504965.1604,0,0,High Consumption
3232246297,192.168.42.25,13,0,853,3123684.385,0,5344076.675,263.367493,0,474.814749,5916.216834,0,146749.338,Medium Consumption
3232246298,192.168.42.26,0,0,42,0,0,68548136.45,0,0,255.644163,0,0,10120.04901,High Consumption
3232246300,192.168.42.28,16,0,145,12983811.56,0,32455115.93,510.981884,0,404.837902,5967.796126,0,27238.10266,High Consumption
3232246302,192.168.42.30,0,0,106,0,0,24441670.95,0,0,350.0127,0,0,314860.1347,High Consumption
3232246303,192.168.42.31,0,0,1036,0,0,4540637.237,0,0,541.952632,0,0,90497.13686,Medium Consumption
3232246304,192.168.42.32,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246307,192.168.42.35,0,15,164,0,55256271.27,42034698.59,0,203.864408,258.344893,0,313.375207,126084.715,High Consumption
3232246308,192.168.42.36,0,0,4,0,0,53524076.5,0,0,65.433563,0,0,46933.70501,High Consumption
3232246312,192.168.42.40,0,0,103,0,0,48260632.36,0,0,313.370961,0,0,51156.19197,High Consumption
3232246317,192.168.42.45,0,0,155,0,0,3068230.955,0,0,370.964942,0,0,892067.0756,High Consumption
3232246318,192.168.42.46,3,0,45,1858945,0,37287019.13,270.620513,0,328.177204,3125.838672,0,66656.8762,High Consumption
3232246319,192.168.42.47,18,0,75,8456176.667,0,54573601.48,126.990674,0,353.362513,9206.564316,0,409553.0815,Medium Consumption
3232246324,192.168.42.52,0,0,20,0,0,55456053.05,0,0,155.906067,0,0,115942.4577,Medium Consumption
3232246327,192.168.42.55,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246329,192.168.42.57,58,0,77,53563788.76,0,35835601.04,97.196875,0,321.207343,3583.100816,0,182673.6002,High Consumption
3232246330,192.168.42.58,1,0,0,2767378,0,0,71.733333,0,0,388.815695,0,0,High Consumption
3232246332,192.168.42.60,0,0,5,0,0,12285882.2,0,0,433.256434,0,0,38240.57354,Low Consumption
3232246334,192.168.42.62,17,0,5,4256434.412,0,3964604.6,322.424141,0,139.843806,24725.86204,0,5765.264137,Medium Consumption
3232246336,192.168.42.64,10,0,0,58293079.8,0,0,155.765925,0,0,8446.137825,0,0,Medium Consumption
3232246338,192.168.42.66,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246340,192.168.42.68,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246344,192.168.42.72,11,0,65,50276496.27,0,45226958.72,167.78019,0,435.593388,17269.12943,0,465842.4891,High Consumption
3232246346,192.168.42.74,0,0,42,0,0,55574115.64,0,0,235.877164,0,0,28589.85545,High Consumption
3232246347,192.168.42.75,0,0,144,0,0,40099103.65,0,0,264.314762,0,0,50403.0769,High Consumption
3232246348,192.168.42.76,0,0,6,0,0,46334538.17,0,0,82.879494,0,0,20185.76105,High Consumption
3232246349,192.168.42.77,18,0,249,242128.4444,0,4087996.614,91.863757,0,563.365796,8990.813444,0,76411.02538,Medium Consumption
3232246351,192.168.42.79,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232246352,192.168.42.80,0,0,4,0,0,39363191,0,0,49.447115,0,0,28603.55113,Medium Consumption
3232246353,192.168.42.81,0,0,1,0,0,2808564,0,0,289.72381,0,0,10831.5139,Medium Consumption
3232246354,192.168.42.82,0,0,4,0,0,12777078.75,0,0,194.676031,0,0,810.668276,High Consumption
3232246355,192.168.42.83,0,0,349,0,0,22477219.03,0,0,377.624799,0,0,246022.2224,High Consumption
3232246360,192.168.42.88,0,0,176,0,0,3607175.875,0,0,377.575567,0,0,328363.3173,Medium Consumption
3232246363,192.168.42.91,5,0,6,50394917.4,0,5871063.667,354.834006,0,399.922813,109.21851,0,78270.20272,Low Consumption
3232246367,192.168.42.95,73,0,1,19304679.51,0,45204556,439.002406,0,251.35,161541.9996,0,111.205605,Medium Consumption
3232246370,192.168.42.98,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246373,192.168.42.101,4,0,0,164184,0,0,149.994048,0,0,9342.363275,0,0,Medium Consumption
3232246374,192.168.42.102,0,0,9,0,0,51352262.11,0,0,84.177341,0,0,15310.07679,High Consumption
3232246385,192.168.42.113,61,0,79,8970906.705,0,40403935.91,531.181537,0,387.45073,23775.7228,0,68484.26743,High Consumption
3232246386,192.168.42.114,0,0,71,0,0,43582314.76,0,0,460.609908,0,0,31749.29818,High Consumption
3232246395,192.168.42.123,0,0,51,0,0,63518040.18,0,0,266.548201,0,0,49622.15232,High Consumption
3232246405,192.168.42.133,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232246406,192.168.42.134,0,0,43,0,0,30172333.4,0,0,470.215993,0,0,584457.3096,Medium Consumption
3232246417,192.168.42.145,0,0,2,0,0,30149025.5,0,0,99.50365,0,0,1709.89103,High Consumption
3232246421,192.168.42.149,16,0,8,1966423.688,0,24292805.88,159.346925,0,84.497725,107724.2455,0,3013542.846,Medium Consumption
3232248322,192.168.50.2,32,0,214,50970612.16,0,42900745.39,313.785146,0,368.590699,27885.12708,0,168497.1539,High Consumption
3232248323,192.168.50.3,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232248325,192.168.50.5,30,0,319,8402435.767,0,20846710.91,279.611799,0,516.820617,46471.39369,0,236159.9735,High Consumption
3232248328,192.168.50.8,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248329,192.168.50.9,4,0,0,4858408.75,0,0,49.788847,0,0,9555.792626,0,0,Low Consumption
3232248340,192.168.50.20,0,0,111,0,0,30713165.15,0,0,319.371006,0,0,575732.0063,Medium Consumption
3232248342,192.168.50.22,0,0,12,0,0,9324692.75,0,0,211.194558,0,0,5105457.465,Low Consumption
3232248343,192.168.50.23,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248354,192.168.50.34,6,0,3,5732765.333,0,23996698.67,311.535924,0,126.945373,52986.3306,0,921.540744,Medium Consumption
3232248580,192.168.51.4,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248612,192.168.51.36,117,0,0,39828731.39,0,0,108.344408,0,0,39989.65757,0,0,High Consumption
3232248626,192.168.51.50,1,0,0,6776207,0,0,203.8,0,0,601.516453,0,0,Medium Consumption
3232248632,192.168.51.56,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248834,192.168.52.2,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248835,192.168.52.3,0,0,1,0,0,48975820,0,0,238.5,0,0,233.748001,High Consumption
3232248836,192.168.52.4,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248841,192.168.52.9,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232248844,192.168.52.12,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248845,192.168.52.13,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248846,192.168.52.14,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248848,192.168.52.16,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232248850,192.168.52.18,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232248851,192.168.52.19,3,0,189,60301449.33,0,5679403.915,288.849206,0,315.404009,72858.39635,0,286681.9142,High Consumption
3232248852,192.168.52.20,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248857,192.168.52.25,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248858,192.168.52.26,10,0,539,2087604.8,0,3363352.764,45.895238,0,526.183951,3995.768542,0,391908.319,Medium Consumption
3232248861,192.168.52.29,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248866,192.168.52.34,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248870,192.168.52.38,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248871,192.168.52.39,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248875,192.168.52.43,3,0,3,5467200.333,0,66083199,198.47892,0,68.244565,1562.435613,0,11362.13529,Medium Consumption
3232248877,192.168.52.45,1,0,49,13535735,0,24309620.16,172.833333,0,273.75961,153.22404,0,72677.83562,Medium Consumption
3232248878,192.168.52.46,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248880,192.168.52.48,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248883,192.168.52.51,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248885,192.168.52.53,4,0,6,1924011,0,3264752.667,197.25,0,230.465643,8113.206738,0,2984.188321,High Consumption
3232248886,192.168.52.54,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248887,192.168.52.55,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248889,192.168.52.57,7,0,8,2668334.857,0,73523793.25,359.248123,0,97.177191,9934.531489,0,9910.528085,Medium Consumption
3232248893,192.168.52.61,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248896,192.168.52.64,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232248906,192.168.52.74,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232248910,192.168.52.78,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248919,192.168.52.87,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232248937,192.168.52.105,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232248947,192.168.52.115,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232249034,192.168.52.202,22,0,363,1670356.364,0,4412910.89,320.452113,0,411.125982,145478.1835,0,808917.628,Medium Consumption
3232249035,192.168.52.203,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232249036,192.168.52.204,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232249037,192.168.52.205,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232249049,192.168.52.217,8,0,0,1444486.625,0,0,298.301983,0,0,6365.795357,0,0,High Consumption
3232249052,192.168.52.220,40,2,147,18325242.6,2855106,16616830.29,94.302382,322.535714,427.463779,322543.2588,5986.381681,280544.7102,Medium Consumption
3232249075,192.168.52.243,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232249602,192.168.55.2,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232250882,192.168.60.2,0,0,82,0,0,31729666.01,0,0,188.235566,0,0,242341.2537,High Consumption
3232250883,192.168.60.3,0,0,22,0,0,29608334.68,0,0,543.901874,0,0,60608.96987,Low Consumption
3232250884,192.168.60.4,0,0,8,0,0,71139499.63,0,0,94.386405,0,0,179.838586,High Consumption
3232250886,192.168.60.6,4,0,265,686243.25,0,29419266.05,183.234811,0,356.644423,91277.95004,0,136101.3133,High Consumption
3232250887,192.168.60.7,0,0,15,0,0,8248076.667,0,0,718.298382,0,0,105173.1234,High Consumption
3232250891,192.168.60.11,0,2,28,0,11117379.5,9492829.821,0,231.253676,474.122312,0,342.84156,56425.29976,High Consumption
3232250893,192.168.60.13,0,0,64,0,0,4845233.453,0,0,466.882562,0,0,65644.82213,Medium Consumption
3232250895,192.168.60.15,23,2,370,1853303.957,1267950.5,33421508.86,93.473706,89.12963,263.477047,526374.706,6919.46897,356085.5199,High Consumption
3232250896,192.168.60.16,15,0,327,1406794.333,0,4441197.22,305.571796,0,400.068634,22392.77869,0,319255.8687,Low Consumption
3232250897,192.168.60.17,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232250901,192.168.60.21,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232250902,192.168.60.22,13,0,0,19291757.46,0,0,578.770996,0,0,42579.1246,0,0,High Consumption
3232250903,192.168.60.23,1,0,112,893508,0,46201335.17,416.5,0,356.163252,4661.402024,0,8958.823638,Medium Consumption
3232250904,192.168.60.24,7,0,7,14518588.71,0,65639772.14,194.389092,0,83.838312,25935.17426,0,20010.53887,High Consumption
3232250905,192.168.60.25,0,0,15,0,0,50043187.67,0,0,1213.932684,0,0,563958.3799,Medium Consumption
3232250906,192.168.60.26,0,0,6,0,0,28651485.17,0,0,90.270708,0,0,2286.754508,High Consumption
3232250907,192.168.60.27,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232250909,192.168.60.29,9,0,26,14930385,0,44882096.62,72.444999,0,75.476406,9440.837267,0,55030.7485,High Consumption
3232250910,192.168.60.30,0,0,15,0,0,48934511.87,0,0,87.892235,0,0,23061.50066,High Consumption
3232250911,192.168.60.31,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232250912,192.168.60.32,10,0,507,3828515.5,0,3970077.028,306.773295,0,339.085007,3865.480005,0,147838.5934,Medium Consumption
3232250913,192.168.60.33,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232250915,192.168.60.35,0,0,1,0,0,8999447,0,0,144.97619,0,0,676.597129,Medium Consumption
3232250917,192.168.60.37,0,0,27,0,0,41388233.85,0,0,124.742925,0,0,726975.9281,Medium Consumption
3232250919,192.168.60.39,48,42,18,2291206.771,8471480.333,22736438.33,174.229544,199.338072,167.171789,557016.2938,305432.3036,718399.4692,High Consumption
3232250922,192.168.60.42,0,0,148,0,0,56892036.17,0,0,341.305822,0,0,639825.7348,High Consumption
3232250923,192.168.60.43,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232250924,192.168.60.44,0,0,510,0,0,44044447.87,0,0,261.998607,0,0,77044.49268,High Consumption
3232250925,192.168.60.45,0,0,212,0,0,46225863.81,0,0,390.585573,0,0,32146.52978,High Consumption
3232250926,192.168.60.46,0,0,4,0,0,37778624,0,0,46.464744,0,0,80552.12408,High Consumption
3232250927,192.168.60.47,0,0,8,0,0,8501205.875,0,0,64.054997,0,0,4955400.644,Medium Consumption
3232250928,192.168.60.48,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232250930,192.168.60.50,21,0,50,3961364.571,0,53318445.68,115.43444,0,456.084327,584570.6141,0,516566.4932,High Consumption
3232250931,192.168.60.51,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232250934,192.168.60.54,0,0,45,0,0,4850468,0,0,522.135264,0,0,28206.84827,High Consumption
3232250935,192.168.60.55,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
